Timestamp,Temperature,Pressure,Flow Rate,RPM,Operational Hours,Requires Maintenance,Load Percent,Is Running
1773495285.190433,18.62685620561423,3.6008309638242064,-0.005711915025802347,-306.7647372969603,0.0,False,-0.23180273509828553,False
1773495315.20408,8.184762163772882,70.20512426070272,-2.2397466595177136,-354.34800530733554,30.011241100000007,False,-0.7055084276052119,False
1773495345.224465,8.933999539732724,72.10933466179992,-2.667539879870846,-274.3303315755037,60.02607119999993,False,-0.7255384566576233,False
1773495375.252374,10.271818825030383,70.40819442493941,-2.8030176395733313,-224.12068461398553,90.05112740000004,False,-0.5935430560345203,False
1773495405.255352,11.221486760896031,69.04914098985985,-2.7990605795616714,-190.46677231635834,120.05456890000005,False,-0.7131118742861978,False
1773495435.270494,8.068509494029623,71.03006144356308,-2.87733459199731,-354.2932582376123,150.06677639999998,False,-0.13884857503787432,False
1773495465.300685,4.214713521283494,68.67178724266454,-2.8924928163365804,-308.88014511585317,180.09435500000018,False,-0.47464106952486645,False
1773495495.340908,8.481943246817249,70.65209538208215,-2.9894877582837225,-238.52945015746272,210.1214457000001,False,-0.7784603782549646,False
1773495525.364147,6.355104212064187,75.21133232286289,-2.9875238348470177,-378.830838123382,240.1416962000003,False,-0.3230504492374472,False
1773495555.371058,2.4463588931242226,69.67150031350997,-2.9512838403234087,-136.02837594736238,270.15055770000026,False,-0.8984813288202309,False
1773495585.427102,6.7166320566957545,72.16511491819186,-2.90229314353473,-536.3635905735423,300.19225800000004,False,-0.5703193335576497,False
1773495615.453718,7.365042019313396,72.35015867689533,-2.88782329636395,-321.65872843065233,330.23026419999997,False,-0.33476591201201167,False
1773495645.456423,8.371811577756601,74.43932949746966,-2.929335446411552,-122.16061970709022,360.2419692000003,False,-0.39500017078413263,False
1773495675.467151,8.302204309424472,72.66426694250842,-2.84899130698487,-554.260331448235,390.2459537,False,-0.4899038675522015,False
1773495705.502908,9.172013216173589,72.39037329553582,-2.871761141056186,-347.46023414905227,420.2923753,False,-0.449364025913856,False
